tag,shloka_ref,title,translation
self-awareness,14.1,"Chapter 14, Verse 1","The Supreme Lord said: I shall again reveal to you the supreme wisdom, the best of all knowledge, knowing which all the sages have attained the highest perfection."
self-awareness,14.17,"Chapter 14, Verse 17","From the mode of goodness, real knowledge develops; from the mode of passion, greed develops; and from the mode of ignorance develop negligence, delusion, and foolishness."
self-awareness,14.5,"Chapter 14, Verse 5","Material nature consists of three modes: goodness (sattva), passion (rajas), and ignorance (tamas). These modes condition and bind the eternal, imperishable soul to the physical body, O mighty-armed o"
self-awareness,15.10,"Chapter 15, Verse 10","The foolish cannot understand how a living entity quits their body, nor can they understand what they enjoy while under the spell of the modes of nature. But one who has the eyes of knowledge can see "
self-awareness,18.60,"Chapter 18, Verse 60","O son of Kunti, bound by your own work which is born of your own nature, that which you do not wish to do out of delusion, you will eventually do even against your will."
self-awareness,9.8,"Chapter 9, Verse 8","Entering into My own material nature, I repeatedly create this entire multitude of beings, who are completely helpless under the control of material nature."
self-compassion,14.10,"Chapter 14, Verse 10","Sometimes the mode of goodness becomes prominent, defeating the modes of passion and ignorance, O son of Bharata. Sometimes the mode of passion defeats goodness and ignorance, and at other times ignor"
self-compassion,14.22,"Chapter 14, Verse 22","The Supreme Lord said: O son of Pandu, one who does not hate illumination, activity, and delusion when they are present, nor longs for them when they disappear..."
self-compassion,17.14,"Chapter 17, Verse 14","Austerity of the body consists in worship of the Supreme Lord, the wise, the spiritual master, and superiors like the father and mother, and in cleanliness, simplicity, celibacy and nonviolence."
self-compassion,9.18,"Chapter 9, Verse 18","I am the ultimate goal, the sustainer, the master, the witness, the abode, the refuge, and the dearest friend. I am the creation and the annihilation, the basis of everything, the resting place, and t"
self-control,10.3,"Chapter 10, Verse 3","One who knows Me as unborn, without beginning, and as the supreme Lord of all worlds, such a person among mortals is free from delusion and is released from all sinful reactions."
self-control,12.2,"Chapter 12, Verse 2",The Supreme Lord said: Those who fix their minds on Me and constantly worship Me with deep faith are considered by Me to be the most perfectly united in yoga.
self-control,13.15,"Chapter 13, Verse 15","The Supreme Truth shines through the functions of all the senses, yet is devoid of the senses; He is unattached, yet supports everything; He is free from the modes of nature, yet is the experiencer of"
self-control,13.7,"Chapter 13, Verse 7","Desire, hatred, happiness, distress, the aggregate, the life symptoms, and convictions—all these are considered, in summary, to be the field of activities and its interactions."
self-control,14.10,"Chapter 14, Verse 10","Sometimes the mode of goodness becomes prominent, defeating the modes of passion and ignorance, O son of Bharata. Sometimes the mode of passion defeats goodness and ignorance, and at other times ignor"
self-control,15.3,"Chapter 15, Verse 3","The real form of this tree cannot be perceived in this world. No one can understand where it ends, where it begins, or where its foundation is. But with determination, one must cut down this strongly "
self-control,17.27,"Chapter 17, Verse 27","The state of steadfastness in sacrifice, penance and charity is also called 'Sat,' and any work performed for the sake of the Supreme is also designated as 'Sat.'"
self-control,18.5,"Chapter 18, Verse 5","Acts of sacrifice, charity and penance are not to be given up; they must be performed. Indeed, sacrifice, charity and penance purify even the great souls."
self-control,18.65,"Chapter 18, Verse 65","Always think of Me, become My devotee, worship Me and offer your homage unto Me. Thus you will come to Me without fail. I promise you this because you are My very dear friend."
self-control,2.14,"Chapter 2, Verse 14","O son of Kunti, the contact between the senses and their objects gives rise to fleeting perceptions of happiness and distress. These are non-permanent, coming and going like the winter and summer seas"
self-control,2.15,"Chapter 2, Verse 15","O best among men, the person who is not disturbed by happiness and distress and is steady in both is certainly eligible for liberation."
self-control,2.38,"Chapter 2, Verse 38","Treat pleasure and pain, gain and loss, victory and defeat alike. Then engage in battle. By doing so, you will not incur sin."
self-control,2.38,"Chapter 2, Verse 38","Treat pleasure and pain, gain and loss, victory and defeat alike. Then engage in battle. By doing so, you will not incur sin."
self-control,2.70,"Chapter 2, Verse 70","Just as rivers enter the ever-full and steady ocean without disturbing it, in the same way all desires enter the person who remains steady. Such a person attains peace, not the one who constantly long"
self-control,2.71,"Chapter 2, Verse 71","A person who abandons all selfish desires, moves through life free from craving, without possessiveness and without ego, attains peace."
self-control,3.7,"Chapter 3, Verse 7","But one who controls the senses by the mind, O Arjuna, and engages the organs of action in Karma-yoga without attachment, is far superior."
self-control,4.26,"Chapter 4, Verse 26","Some offer the senses such as hearing into the fire of self-control, while others offer sound and other sense objects into the fire of the senses."
self-control,4.29,"Chapter 4, Verse 29","Some offer the outgoing breath into the incoming breath, and others offer the incoming breath into the outgoing breath. By regulating the movements of both, they practice control of the life force thr"
self-control,7.17,"Chapter 7, Verse 17","Of these, the one who is in full knowledge and who is always engaged in pure devotional service is the best. For I am very dear to him, and he is dear to Me."
self-control,7.28,"Chapter 7, Verse 28","Persons who have acted piously in previous lives and in this life and whose sinful actions are completely eradicated are freed from the dualities of delusion, and they engage themselves in My service "
self-control,8.14,"Chapter 8, Verse 14","For one who always remembers Me without deviation, I am easy to obtain, O son of Pritha, because of his constant engagement in devotional service."
self-control,8.22,"Chapter 8, Verse 22","The Supreme Personality of Godhead, who is greater than all, is attainable by unalloyed devotion. Although He is present in His abode, He is all-pervading, and everything is situated within Him."
self-control,9.12,"Chapter 9, Verse 12","Those who are thus bewildered embrace a destructive and ignorant nature. In this deluded state, all their hopes, all their actions, and all their knowledge become entirely vain and meaningless."
